"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","14.07.2021 08:00 - 14.07.2021 09:00 (CET)","11","n/e","n/e","79","129","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","104","49","312","47"
"BZN|DK2","14.07.2021 09:00 - 14.07.2021 10:00 (CET)","9","n/e","n/e","58","95","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","159","47","256","46"
"BZN|DK2","14.07.2021 10:00 - 14.07.2021 11:00 (CET)","8","n/e","n/e","45","70","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","219","45","219","58"
"BZN|DK2","14.07.2021 11:00 - 14.07.2021 12:00 (CET)","8","n/e","n/e","96","98","88","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","285","63","267","74"
"BZN|DK2","14.07.2021 12:00 - 14.07.2021 13:00 (CET)","7","n/e","n/e","80","130","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","256","47","343","84"
"BZN|DK2","14.07.2021 13:00 - 14.07.2021 14:00 (CET)","6","n/e","n/e","89","142","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","215","45","338","74"
"BZN|DK2","14.07.2021 14:00 - 14.07.2021 15:00 (CET)","4","n/e","n/e","74","115","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","168","43","310","80"
"BZN|DK2","14.07.2021 15:00 - 14.07.2021 16:00 (CET)","4","n/e","n/e","64","104","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","127","42","334","76"
"BZN|DK2","14.07.2021 16:00 - 14.07.2021 17:00 (CET)","6","n/e","n/e","90","146","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","143","46","360","54"
"BZN|DK2","14.07.2021 17:00 - 14.07.2021 18:00 (CET)","3","n/e","n/e","52","85","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","147","41","199","65"
"BZN|DK2","14.07.2021 18:00 - 14.07.2021 19:00 (CET)","3","n/e","n/e","39","64","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","109","39","140","53"
"BZN|DK2","14.07.2021 19:00 - 14.07.2021 20:00 (CET)","2","n/e","n/e","30","50","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","53","38","70","32"
"BZN|DK2","14.07.2021 20:00 - 14.07.2021 21:00 (CET)","2","n/e","n/e","31","50","10","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","26","37","64","32"
"BZN|DK2","14.07.2021 21:00 - 14.07.2021 22:00 (CET)","4","n/e","n/e","36","58","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","40","103","50"
"BZN|DK2","14.07.2021 22:00 - 14.07.2021 23:00 (CET)","4","n/e","n/e","35","57","11","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","94","75"
"BZN|DK2","14.07.2021 23:00 - 15.07.2021 00:00 (CET)","4","n/e","n/e","26","43","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","70","58"
"BZN|DK2","15.07.2021 00:00 - 15.07.2021 01:00 (CET)","4","n/e","n/e","37","60","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","76","42"
"BZN|DK2","15.07.2021 01:00 - 15.07.2021 02:00 (CET)","4","n/e","n/e","25","40","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","40","28"
"BZN|DK2","15.07.2021 02:00 - 15.07.2021 03:00 (CET)","3","n/e","n/e","18","29","6","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","40","30","32"
"BZN|DK2","15.07.2021 03:00 - 15.07.2021 04:00 (CET)","3","n/e","n/e","12","20","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","40","13","29"
"BZN|DK2","15.07.2021 04:00 - 15.07.2021 05:00 (CET)","3","n/e","n/e","13","21","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","8","28"
"BZN|DK2","15.07.2021 05:00 - 15.07.2021 06:00 (CET)","3","n/e","n/e","13","21","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","40","28","29"
"BZN|DK2","15.07.2021 06:00 - 15.07.2021 07:00 (CET)","3","n/e","n/e","12","20","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","43","32","23"
"BZN|DK2","15.07.2021 07:00 - 15.07.2021 08:00 (CET)","4","n/e","n/e","32","28","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","52","43","12","21"
"BZN|DK2","15.07.2021 08:00 - 15.07.2021 09:00 (CET)","7","n/e","n/e","32","27","6","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","105","43","2","22"
"BZN|DK2","15.07.2021 09:00 - 15.07.2021 10:00 (CET)","7","n/e","n/e","21","28","6","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","166","43","0","23"
"BZN|DK2","15.07.2021 10:00 - 15.07.2021 11:00 (CET)","7","n/e","n/e","19","32","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","211","44","0","27"
"BZN|DK2","15.07.2021 11:00 - 15.07.2021 12:00 (CET)","8","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","256","44","0","32"
"BZN|DK2","15.07.2021 12:00 - 15.07.2021 13:00 (CET)","7","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","277","44","5","43"
"BZN|DK2","15.07.2021 13:00 - 15.07.2021 14:00 (CET)","5","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","287","43","7","55"
"BZN|DK2","15.07.2021 14:00 - 15.07.2021 15:00 (CET)","3","n/e","n/e","22","37","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","296","44","1","54"
"BZN|DK2","15.07.2021 15:00 - 15.07.2021 16:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","270","44","14","58"
"BZN|DK2","15.07.2021 16:00 - 15.07.2021 17:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","222","45","41","59"
"BZN|DK2","15.07.2021 17:00 - 15.07.2021 18:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","169","45","41","67"
"BZN|DK2","15.07.2021 18:00 - 15.07.2021 19:00 (CET)","3","n/e","n/e","21","35","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","100","45","12","79"
"BZN|DK2","15.07.2021 19:00 - 15.07.2021 20:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","55","44","10","72"
"BZN|DK2","15.07.2021 20:00 - 15.07.2021 21:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","43","5","70"
"BZN|DK2","15.07.2021 21:00 - 15.07.2021 22:00 (CET)","3","n/e","n/e","22","37","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","43","0","61"
"BZN|DK2","15.07.2021 22:00 - 15.07.2021 23:00 (CET)","3","n/e","n/e","22","35","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","0","59"
"BZN|DK2","15.07.2021 23:00 - 16.07.2021 00:00 (CET)","3","n/e","n/e","22","35","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","1","60"
"BZN|DK2","16.07.2021 00:00 - 16.07.2021 01:00 (CET)","3","n/e","n/e","22","37","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","42","1","67"
"BZN|DK2","16.07.2021 01:00 - 16.07.2021 02:00 (CET)","3","n/e","n/e","22","37","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","4","83"
"BZN|DK2","16.07.2021 02:00 - 16.07.2021 03:00 (CET)","3","n/e","n/e","22","37","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","40","9","98"
"BZN|DK2","16.07.2021 03:00 - 16.07.2021 04:00 (CET)","3","n/e","n/e","22","37","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","46","87"
"BZN|DK2","16.07.2021 04:00 - 16.07.2021 05:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","40","107","78"
"BZN|DK2","16.07.2021 05:00 - 16.07.2021 06:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","40","127","70"
"BZN|DK2","16.07.2021 06:00 - 16.07.2021 07:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","43","106","59"
"BZN|DK2","16.07.2021 07:00 - 16.07.2021 08:00 (CET)","5","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","62","43","110","42"
"BZN|DK2","16.07.2021 08:00 - 16.07.2021 09:00 (CET)","7","n/e","n/e","23","37","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","120","43","115","29"
"BZN|DK2","16.07.2021 09:00 - 16.07.2021 10:00 (CET)","7","n/e","n/e","24","39","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","190","43","101","24"
"BZN|DK2","16.07.2021 10:00 - 16.07.2021 11:00 (CET)","7","n/e","n/e","25","40","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","250","43","105","23"
"BZN|DK2","16.07.2021 11:00 - 16.07.2021 12:00 (CET)","7","n/e","n/e","37","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","42","86","30"
"BZN|DK2","16.07.2021 12:00 - 16.07.2021 13:00 (CET)","7","n/e","n/e","41","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","317","43","83","36"
"BZN|DK2","16.07.2021 13:00 - 16.07.2021 14:00 (CET)","5","n/e","n/e","42","39","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","318","44","123","50"
"BZN|DK2","16.07.2021 14:00 - 16.07.2021 15:00 (CET)","3","n/e","n/e","24","39","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","318","43","134","56"
"BZN|DK2","16.07.2021 15:00 - 16.07.2021 16:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","292","43","99","54"
"BZN|DK2","16.07.2021 16:00 - 16.07.2021 17:00 (CET)","3","n/e","n/e","23","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","253","44","77","64"
"BZN|DK2","16.07.2021 17:00 - 16.07.2021 18:00 (CET)","3","n/e","n/e","24","39","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","193","46","97","67"
"BZN|DK2","16.07.2021 18:00 - 16.07.2021 19:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","123","44","64","78"
"BZN|DK2","16.07.2021 19:00 - 16.07.2021 20:00 (CET)","3","n/e","n/e","40","44","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","59","49","34","75"
"BZN|DK2","16.07.2021 20:00 - 16.07.2021 21:00 (CET)","4","n/e","n/e","105","57","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","65","56","89"
"BZN|DK2","16.07.2021 21:00 - 16.07.2021 22:00 (CET)","3","n/e","n/e","33","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","44","92","87"
"BZN|DK2","16.07.2021 22:00 - 16.07.2021 23:00 (CET)","3","n/e","n/e","24","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","94","118"
"BZN|DK2","16.07.2021 23:00 - 17.07.2021 00:00 (CET)","3","n/e","n/e","51","45","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","123","133"
"BZN|DK2","17.07.2021 00:00 - 17.07.2021 01:00 (CET)","4","n/e","n/e","75","52","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","55","110","119"
"BZN|DK2","17.07.2021 01:00 - 17.07.2021 02:00 (CET)","4","n/e","n/e","87","55","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","83","125"
"BZN|DK2","17.07.2021 02:00 - 17.07.2021 03:00 (CET)","4","n/e","n/e","91","54","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","113","99"
"BZN|DK2","17.07.2021 03:00 - 17.07.2021 04:00 (CET)","3","n/e","n/e","25","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","101","101"
"BZN|DK2","17.07.2021 04:00 - 17.07.2021 05:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","44","49","100"
"BZN|DK2","17.07.2021 05:00 - 17.07.2021 06:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","43","39","87"
"BZN|DK2","17.07.2021 06:00 - 17.07.2021 07:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","43","39","73"
"BZN|DK2","17.07.2021 07:00 - 17.07.2021 08:00 (CET)","5","n/e","n/e","25","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","71","43","39","48"
"BZN|DK2","17.07.2021 08:00 - 17.07.2021 09:00 (CET)","7","n/e","n/e","35","42","9","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","43","61","40"
"BZN|DK2","17.07.2021 09:00 - 17.07.2021 10:00 (CET)","7","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","222","43","46","44"
"BZN|DK2","17.07.2021 10:00 - 17.07.2021 11:00 (CET)","7","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","287","43","46","63"
"BZN|DK2","17.07.2021 11:00 - 17.07.2021 12:00 (CET)","7","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","326","44","48","84"
"BZN|DK2","17.07.2021 12:00 - 17.07.2021 13:00 (CET)","5","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","336","43","49","96"
"BZN|DK2","17.07.2021 13:00 - 17.07.2021 14:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","337","39","70","99"
"BZN|DK2","17.07.2021 14:00 - 17.07.2021 15:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","36","91","125"
"BZN|DK2","17.07.2021 15:00 - 17.07.2021 16:00 (CET)","3","n/e","n/e","23","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","312","36","112","162"
"BZN|DK2","17.07.2021 16:00 - 17.07.2021 17:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","270","37","159","170"
"BZN|DK2","17.07.2021 17:00 - 17.07.2021 18:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","205","40","332","176"
"BZN|DK2","17.07.2021 18:00 - 17.07.2021 19:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","40","461","197"
"BZN|DK2","17.07.2021 19:00 - 17.07.2021 20:00 (CET)","3","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","61","40","396","185"
"BZN|DK2","17.07.2021 20:00 - 17.07.2021 21:00 (CET)","3","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","41","382","185"
"BZN|DK2","17.07.2021 21:00 - 17.07.2021 22:00 (CET)","3","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","40","351","206"
"BZN|DK2","17.07.2021 22:00 - 17.07.2021 23:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","41","518","210"
"BZN|DK2","17.07.2021 23:00 - 18.07.2021 00:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","40","600","211"
"BZN|DK2","18.07.2021 00:00 - 18.07.2021 01:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","39","589","199"
"BZN|DK2","18.07.2021 01:00 - 18.07.2021 02:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","38","641","213"
"BZN|DK2","18.07.2021 02:00 - 18.07.2021 03:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","37","772","235"
"BZN|DK2","18.07.2021 03:00 - 18.07.2021 04:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","38","821","266"
"BZN|DK2","18.07.2021 04:00 - 18.07.2021 05:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","38","858","279"
"BZN|DK2","18.07.2021 05:00 - 18.07.2021 06:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","37","872","271"
"BZN|DK2","18.07.2021 06:00 - 18.07.2021 07:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","38","791","236"
"BZN|DK2","18.07.2021 07:00 - 18.07.2021 08:00 (CET)","5","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","60","38","653","308"
"BZN|DK2","18.07.2021 08:00 - 18.07.2021 09:00 (CET)","7","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","104","39","656","351"
"BZN|DK2","18.07.2021 09:00 - 18.07.2021 10:00 (CET)","7","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","38","634","393"
"BZN|DK2","18.07.2021 10:00 - 18.07.2021 11:00 (CET)","7","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","207","38","672","388"
"BZN|DK2","18.07.2021 11:00 - 18.07.2021 12:00 (CET)","7","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","238","38","656","405"
"BZN|DK2","18.07.2021 12:00 - 18.07.2021 13:00 (CET)","6","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","38","697","428"
"BZN|DK2","18.07.2021 13:00 - 18.07.2021 14:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","319","38","607","280"
"BZN|DK2","18.07.2021 14:00 - 18.07.2021 15:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","319","39","150","324"
"BZN|DK2","18.07.2021 15:00 - 18.07.2021 16:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","306","39","210","273"
"BZN|DK2","18.07.2021 16:00 - 18.07.2021 17:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","263","39","576","329"
"BZN|DK2","18.07.2021 17:00 - 18.07.2021 18:00 (CET)","3","n/e","n/e","23","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","189","38","745","468"
"BZN|DK2","18.07.2021 18:00 - 18.07.2021 19:00 (CET)","3","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","116","39","829","351"
"BZN|DK2","18.07.2021 19:00 - 18.07.2021 20:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","49","39","796","395"
"BZN|DK2","18.07.2021 20:00 - 18.07.2021 21:00 (CET)","3","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","13","39","783","324"
"BZN|DK2","18.07.2021 21:00 - 18.07.2021 22:00 (CET)","3","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","40","698","283"
"BZN|DK2","18.07.2021 22:00 - 18.07.2021 23:00 (CET)","3","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","40","636","262"
"BZN|DK2","18.07.2021 23:00 - 19.07.2021 00:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","38","562","247"
"BZN|DK2","19.07.2021 00:00 - 19.07.2021 01:00 (CET)","3","n/e","n/e","23","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","37","520","227"
"BZN|DK2","19.07.2021 01:00 - 19.07.2021 02:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","36","509","213"
"BZN|DK2","19.07.2021 02:00 - 19.07.2021 03:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","36","518","216"
"BZN|DK2","19.07.2021 03:00 - 19.07.2021 04:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","36","540","224"
"BZN|DK2","19.07.2021 04:00 - 19.07.2021 05:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","35","531","224"
"BZN|DK2","19.07.2021 05:00 - 19.07.2021 06:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","36","460","199"
"BZN|DK2","19.07.2021 06:00 - 19.07.2021 07:00 (CET)","3","n/e","n/e","22","36","7","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","38","431","137"
"BZN|DK2","19.07.2021 07:00 - 19.07.2021 08:00 (CET)","5","n/e","n/e","23","37","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66","38","442","160"
"BZN|DK2","19.07.2021 08:00 - 19.07.2021 09:00 (CET)","7","n/e","n/e","23","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","137","38","367","179"
"BZN|DK2","19.07.2021 09:00 - 19.07.2021 10:00 (CET)","7","n/e","n/e","23","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","211","38","322","125"
"BZN|DK2","19.07.2021 10:00 - 19.07.2021 11:00 (CET)","7","n/e","n/e","23","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","269","38","262","87"
"BZN|DK2","19.07.2021 11:00 - 19.07.2021 12:00 (CET)","8","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","305","38","257","71"
"BZN|DK2","19.07.2021 12:00 - 19.07.2021 13:00 (CET)","8","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","318","38","229","69"
"BZN|DK2","19.07.2021 13:00 - 19.07.2021 14:00 (CET)","6","n/e","n/e","24","38","8","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","323","38","206","65"
